name	cusip	firstyr	gvkey	lastyr	pdpco	pdpseq	begyr	endyr	match
"FIRSTSERVICE CORP  -SVTG"	"33761N"	1994	28485	2006	28485	1	1994	2006	0
"PITTENCRIEFF COMMUNICATIONS"	"724514"	1992	28487	1996	28487	1	1992	1996	0
"SAF T LOK INC"	"78636P"	1992	28488	2001	28488	1	1992	2001	1
"SARATOGA BEVERAGE GP  -CL A"	"803436"	1992	28489	1999	28489	1	1992	1999	
"WAYNE SAVINGS BANCSHARES INC"	"94624Q"	1993	28490	2005	28490	1	1993	2005	
"SITHE ENERGIES INC"	"829904"	1992	28491	1994	28491	1	1992	1994	0
"DIAGNOSTIC HEALTH SVCS INC"	"252446"	1992	28494	1998	28494	1	1992	1998	
"KSB BANCORP INC"	"482667"	1993	28495	1998	28495	1	1993	1998	
"MBLA FINANCIAL CORP"	"552623"	1993	28496	1999	28496	1	1993	1999	
"MMI COMPANIES INC"	"553087"	1992	28497	1999	28497	1	1992	1999	1
"BACK YARD BURGERS INC"	"05635W"	1993	28501	2005	28501	1	1993	2005	
"ELECTROGLAS INC"	"285324"	1992	28502	2005	28502	1	1992	2005	1
"GLOBAL EPOINT INC"	"37940U"	1992	28504	2005	28504	1	1992	2005	0
"AMERICAN RESTAURANT GROUP"	"029309"	1992	28511	2003	28511	1	1992	2003	
"ELEPHANT & CASTLE GROUP INC"	"286199"	1991	28512	2005	28512	1	1991	2005	
"FFY FINANCIAL CORP"	"30242U"	1993	28513	2000	28513	1	1993	2000	
"OKLAHOMA SAVINGS INC"	"679072"	1993	28517	1994	28517	1	1993	1994	
"SHILOH INDUSTRIES INC"	"824543"	1992	28518	2006	28518	1	1992	2006	1
"T R FINANCIAL CORP"	"872630"	1993	28519	1998	28519	1	1993	1998	
"YPF SOCIEDAD ANONIMA  -ADR"	"984245"	1992	28520	2006	28520	1	1992	2006	1
"ABT BUILDING PRODUCTS CORP"	"000782"	1992	28521	1998	28521	1	1992	1998	
"CWE INC"	"126674"	1991	28522	1995	28522	1	1991	1995	
"DELTA & PINE LAND CO"	"247357"	1992	28524	2006	28524	1	1992	2006	1
"FORT BEND HOLDING CORP"	"346824"	1993	28526	1997	28526	1	1993	1997	
"HUNTCO INC  -CL A"	"445661"	1992	28528	2000	28528	1	1992	2000	0
"INDUSTRIAL SCIENTIFIC CORP"	"45631G"	1992	28529	1998	28529	1	1992	1998	1
"SODAK GAMING INC"	"833777"	1992	28530	1998	28530	1	1992	1998	0
"AER ENERGY RESOURCES INC"	"000944"	1992	28532	2001	28532	1	1992	2001	1
"PLIANT SYSTEMS INC"	"729138"	1992	28533	2000	28533	1	1992	2000	1
"FFBS BANCORP INC"	"30242P"	1993	28534	1998	28534	1	1993	1998	
"GRUPO SIMEC SAB  -ADR"	"400491"	1992	28535	2005	28535	1	1992	2005	0
"JAKES PIZZA INTL INC"	"470121"	1992	28536	1996	28536	1	1992	1996	
"PINNACLE MICRO INC"	"723469"	1992	28538	1999	28538	1	1992	1999	1
"REGAL CINEMAS INC"	"758754"	1992	28539	2000	28539	1	1992	2000	
"CARR-GOTTSTEIN FOODS CO"	"14441E"	1992	28540	1998	28540	1	1992	1998	0
"GRUPO RADIO CENTRO SA  -ADR"	"40049C"	1992	28541	2006	28541	1	1992	2006	
"SUN HEALTHCARE GROUP INC"	"866933"	1992	28543	2006	28543	1	1992	2006	
"CALIFORNIA CULINARY ACADEMY"	"129905"	1992	28546	1999	28546	1	1992	1999	
"STATORDYNE CORP"	"85771N"	1992	28550	1994	28550	1	1992	1994	1
"SIMON WORLDWIDE INC"	"828815"	1992	28556	2006	28556	1	1992	2006	
"PURITY SUPREME INC"	"746356"	1992	28561	1993	28561	2	1992	1993	
"GTC BIOTHERAPEUTICS INC"	"36238T"	1992	28563	2006	28563	1	1992	2006	1
"STONE ENERGY CORP"	"861642"	1992	28564	2006	28564	1	1992	2006	
"SUNDANCE HOMES INC"	"86724Q"	1992	28565	1998	28565	1	1992	1998	
"MISSISSIPPI VALLEY BANCSHRS"	"605720"	1993	28573	2001	28573	1	1993	2001	
"PEOPLES CHOICE TV CORP"	"710847"	1992	28574	1998	28574	1	1992	1998	
"TITAN HOLDINGS INC"	"888303"	1993	28576	1996	28576	1	1993	1996	
"SURETY CAPITAL CORP"	"868666"	1990	28577	2002	28577	2	1990	2002	
"CELESTIAL SEASONINGS INC"	"151016"	1992	28579	1999	28579	1	1992	1999	1
"CONTOUR MEDICAL INC"	"21220B"	1991	28581	1997	28581	1	1991	1997	1
"INTERNATURAL WTRS & BEVERAGE"	"46057S"	1993	28582	1994	28582	1	1993	1994	
"FOURTH SHIFT CORP"	"351128"	1992	28585	2000	28585	1	1992	2000	
"BRINKS CO"	"109696"	1950	28590	2006	28590	1	1950	2006	1
"PITTSTON CO-MINERALS GROUP"	"725701"	1992	28591	1998	28591	1	1992	1998	
"CYRIX CORP"	"232815"	1992	28596	1996	28596	1	1992	1996	1
"EVANS SYSTEMS INC"	"299211"	1992	28597	2006	28597	1	1992	2006	
"GENERAL ATLANTIC RES INC"	"369002"	1992	28599	1993	28599	1	1992	1993	
"HOLLYWOOD ENTERTAINMENT CORP"	"436141"	1992	28600	2004	28600	1	1992	2004	
"TRANSPORT TECH INDS INC-REDH"	"89399Y"	1992	28602	2003	28602	1	1992	2003	
"METROCALL HOLDINGS INC"	"59164X"	1992	28603	2003	28603	1	1992	2003	
"POST PROPERTIES INC"	"737464"	1993	28608	2006	28608	1	1993	2006	
"STECK-VAUGHN PUBLISHING CP"	"858045"	1992	28610	1996	28610	1	1992	1996	
"DIGITAL PRIVACY INC  -CL A"	"253866"	1992	28611	2000	28611	1	1992	2000	1
"CFB BANCORP INC"	"125197"	1993	28614	1995	28614	1	1993	1995	
"MIDISOFT CORP"	"597413"	1992	28615	1999	28615	1	1992	1999	0
"RURAL/METRO CORP"	"781748"	1992	28616	2006	28616	1	1992	2006	
"EK CHOR CHINA MOTORCYCLE CO"	"G29526"	1992	28617	2001	28617	1	1992	2001	
"LEADINGSIDE INC"	"521711"	1992	28618	1999	28618	1	1992	1999	0
"FIRST DEFIANCE FINANCIAL CP"	"32006W"	1993	28620	2006	28620	1	1993	2006	
"CEANIC CORP"	"149909"	1992	28621	1997	28621	1	1992	1997	0
"FLYI INC"	"34407T"	1992	28622	2004	28622	1	1992	2004	
"PRIMESOURCE CORP"	"741593"	1992	28623	2000	12560	-1			0
"STARCRAFT CORP"	"855269"	1992	28624	2004	28624	2	1992	2004	1
"EDUNETICS LTD"	"M30355"	1992	28625	1994	28625	1	1992	1994	0
"OLIVER TRANSPORTATION INC"	"680885"	1992	28626	1994	28626	1	1992	1994	
"ARROW TRANSPORTATION CO"	"042769"	1992	28627	1996	28627	1	1992	1996	
"CAMDEN PROPERTY TRUST"	"133131"	1993	28629	2006	28629	1	1993	2006	
"HI-RISE RECYCLING SYSTEMS"	"428396"	1992	28630	2000	28630	1	1992	2000	
"MDL INFORMATION SYSTEMS INC"	"55267R"	1992	28631	1995	28631	1	1992	1995	1
"MORGAN GROUP INC  -CL A"	"617358"	1992	28632	2001	28632	1	1992	2001	
"MULTI-MKT RADIO INC  -CL A"	"625432"	1993	28633	1995	28633	1	1993	1995	
"RENAL TREATMENT CTRS INC"	"759671"	1992	28635	1997	28635	1	1992	1997	
"STANT CORP"	"854727"	1992	28636	1996	28636	1	1992	1996	1
"UNITEDGLOBALCOM INC  -CL A"	"913247"	1992	28637	2004	28637	1	1992	2004	0
"ALBION BANC CORP"	"013289"	1993	28639	1998	28639	1	1993	1998	
"KEY TECHNOLOGY INC"	"493143"	1992	28641	2006	28641	1	1992	2006	1
"MRS TECHNOLOGY INC"	"553476"	1992	28642	1997	28642	1	1992	1997	1
"PETSMART INC"	"716768"	1992	28648	2006	28648	1	1992	2006	0
"UNITED MERIDIAN CORP"	"910865"	1992	28651	1997	28651	1	1992	1997	
"FRANKLIN OPHTHALMIC INSTRS"	"354267"	1992	28652	1998	28652	1	1992	1998	0
"SINOPEC SHANGHAI PETRO  -ADR"	"82935M"	1992	28653	2005	28653	1	1992	2005	
"MOUNTAIN PARKS FINANCIAL CP"	"624246"	1994	28655	1995	28655	1	1994	1995	
"CHINA ENTERPRISES LTD"	"G2109M"	1993	28656	2005	28656	1	1993	2005	
"OMNI INSURANCE GROUP INC"	"682107"	1993	28665	1996	28665	1	1993	1996	
"BANCA QUADRUM SA  -ADR"	"05944R"	1992	28666	1999	28666	1	1992	1999	0
"CYGNE DESIGNS INC"	"232556"	1992	28668	2005	28668	1	1992	2005	0
"GREENFIELD INDS INC/DE"	"395058"	1992	28669	1996	28669	1	1992	1996	
"PETROLANE INC  -CL B"	"71654J"	1993	28671	1994	28671	3	1993	1994	0
"STARSIGHT TELECAST INC"	"85568E"	1993	28672	1996	28672	1	1993	1996	1
"HOUSTON BIOTECHNOLOGY INC"	"441840"	1992	28674	1995	28674	1	1992	1995	1
"TANDY LEATHER FACTORY INC"	"87538X"	1993	28675	2006	28675	1	1993	2006	
"WESTPOINT STEVENS INC"	"961238"	1992	28676	2003	28676	1	1992	2003	1
"SYTJES PANNEKOEKEN FAM REST"	"872062"	1992	28677	1993	28677	1	1992	1993	0
"ACTEL CORP"	"004934"	1992	28678	2005	28678	1	1992	2005	1
"ADVANCED SURGICAL INC"	"00754R"	1992	28687	1994	28687	1	1992	1994	1
"BEST POWER TECHNOLOGY"	"086548"	1992	28688	1994	28688	1	1992	1994	
"CONDUCTUS INC"	"206784"	1992	28690	2001	28690	1	1992	2001	1
"ALLEGRO BIODIESEL CORP"	"017486"	1993	28691	2006	28691	1	1993	2006	1
"EP TECHNOLOGIES INC"	"268913"	1992	28692	1994	28692	1	1992	1994	1
"EXCEL REALTY TRUST"	"30067R"	1992	28693	1997	28693	1	1992	1997	
"MOTOR COACH INDS INTL  -COM"	"619848"	1992	28695	1993	28695	1	1992	1993	
"NSD BANCORP INC"	"62938D"	1993	28696	2003	28696	1	1993	2003	
"NATIONAL RECORD MART INC"	"637355"	1992	28697	2000	28697	1	1992	2000	
"PREFERRED ENTERTAINMENT INC"	"74036T"	1992	28698	1994	28698	1	1992	1994	
"PROXYMED INC"	"744290"	1992	28699	2006	28699	1	1992	2006	0
"QRS CORP"	"74726X"	1992	28700	2003	28700	1	1992	2003	
"RALSTON PURINA CO"	"751277"	1950	28701	2000	28701	1	1950	2000	1
"ARBOR HEALTH CARE CO"	"03876L"	1992	28702	1996	28702	1	1992	1996	
"DUAL DRILLING CO"	"263564"	1992	28703	1994	28703	1	1992	1994	
"MONARCH CASINO & RESORT INC"	"609027"	1992	28704	2006	28704	1	1992	2006	
"RFS HOTEL INVESTORS INC"	"74955J"	1994	28706	2002	28706	1	1994	2002	
"UNAPIX ENTERTAINMENT INC"	"904270"	1992	28707	1999	28707	1	1992	1999	0
"ALLIANCE ATLANTIS COMM -CL B"	"01853E"	1993	28708	2006	28708	1	1993	2006	
"HUMMINGBIRD LTD"	"44544R"	1993	28711	2005	28711	1	1993	2005	0
"AETRIUM INC"	"00817R"	1992	28712	2006	28712	1	1992	2006	1
"CROWN AMER REALTY TRUST"	"228186"	1992	28714	2002	28714	1	1992	2002	
"DAVCO RESTAURANTS INC"	"238330"	1992	28715	1997	28715	1	1992	1997	
"BERKELEY TECHNOLOGY LTD -ADR"	"08437M"	1993	28716	2006	28716	1	1993	2006	
"INNODATA ISOGEN INC"	"457642"	1992	28717	2006	28717	1	1992	2006	0
"BALLARD POWER SYSTEMS INC"	"05858H"	1993	28724	2006	28724	1	1993	2006	1
"CASINO & CREDIT SERVICES INC"	"147574"	1992	28725	1994	28725	1	1992	1994	
"ONECOMM CORP"	"682435"	1992	28726	1994	28726	1	1992	1994	0
"GREAT PINES WATER INC"	"391153"	1992	28728	1998	28728	1	1992	1998	
"IMAGE INDUSTRIES INC"	"45244B"	1992	28729	1995	28729	1	1992	1995	1
"HANOVER FOODS CORP/PA"	"41078W"	1992	28730	2003	28730	1	1992	2003	
"EZ COMMUNICATIONS INC  -CL A"	"269288"	1992	28731	1996	28731	1	1992	1996	
"EMPLOYEE SOLUTIONS INC"	"292166"	1992	28732	1999	28732	1	1992	1999	
"EQUITY RESIDENTIAL"	"29476L"	1993	28733	2006	28733	1	1993	2006	
"HOME STATE HOLDINGS INC"	"437368"	1993	28734	1996	28734	1	1993	1996	
"NATIONAL GOLF PPTYS INC"	"63623G"	1993	28735	2001	28735	1	1993	2001	
"MIDNIGHT HOLDINGS GROUP INC"	"597880"	2001	28736	2005	28736	1	2001	2005	
"RENT WAY INC"	"76009U"	1992	28737	2005	28737	1	1992	2005	
"WELLCARE MGMT GROUP"	"949470"	1992	28739	2001	28739	1	1992	2001	
"APPLIED BIOMETRICS INC"	"03814L"	1992	28740	1999	28740	1	1992	1999	1
"BORGWARNER INC"	"099724"	1992	28742	2006	28742	1	1992	2006	1
"ELEK-TEK INC"	"286172"	1992	28743	1996	28743	1	1992	1996	
"MANUGISTICS GROUP INC"	"565011"	1992	28744	2005	28744	1	1992	2005	1
"AMERICAN PHARMACEUTICAL CO"	"028866"	1994	28747	1996	28747	1	1994	1996	
"FULL HOUSE RESORTS INC"	"359678"	1992	28749	2006	28749	1	1992	2006	
"KURZWEIL APPLIED INTEL INC"	"501321"	1992	28751	1996	28751	1	1992	1996	
"KAYE GROUP INC"	"486589"	1993	28753	2000	28753	1	1993	2000	
"TOWN & COUNTRY TRUST"	"892081"	1993	28754	2005	28754	1	1993	2005	
"CONCENTREX INC"	"20589S"	1992	28756	1999	28756	1	1992	1999	0
"SPSS INC"	"78462K"	1992	28758	2006	28758	1	1992	2006	1
"NOVA VISTA INDUSTRIES INC"	"66999X"	1989	28760	1993	28760	1	1989	1993	
"SPARTAN STORES INC"	"846822"	1991	28762	2006	28762	1	1991	2006	
"DRUMMOND FINANCIAL CP"	"262284"	1994	28763	2002	28763	1	1994	2002	
"FUTUREMEDIA PLC  -ADR"	"360912"	1992	28764	2005	28764	1	1992	2005	0
"LANDRYS RESTAURANTS INC"	"51508L"	1992	28765	2005	28765	1	1992	2005	0
"LEVEL ONE COMMUNICATIONS INC"	"527295"	1992	28766	1998	28766	1	1992	1998	1
"MULTICARE COS INC"	"62543V"	1992	28767	1996	28767	1	1992	1996	0
"ROC COMMUNITIES INC"	"749650"	1993	28768	1995	28768	1	1993	1995	
"SAUL CENTERS INC"	"804395"	1993	28769	2006	28769	1	1993	2006	
"THOMAS GROUP INC"	"884402"	1992	28770	2006	28770	1	1992	2006	
"XATA CORP"	"983882"	1993	28775	2006	28775	1	1993	2006	
"NIAGARA CORP"	"653349"	1994	28778	2004	28778	2	1994	2004	1
"ATPOS.COM INC"	"04963A"	1993	28780	2001	28780	1	1993	2001	0
"SCIENTIFIC GAMES HLDGS CORP"	"808747"	1992	28781	1999	28781	1	1992	1999	
"A PLUS NETWORK INC"	"002033"	1992	28782	1995	28782	1	1992	1995	
"GLENWAY FINANCIAL CORP"	"379176"	1993	28783	1998	28783	1	1993	1998	0
"GREAT WALL CYBERTECH  -ADR"	"391362"	1992	28784	1998	28784	1	1992	1998	
"WINMARK CORP"	"974250"	1992	28785	2006	28785	1	1992	2006	0
"MHM SERVICES INC"	"55301L"	1992	28786	2000	28786	1	1992	2000	
"PERFORMANCE FOOD GROUP CO"	"713755"	1992	28787	2006	28787	1	1992	2006	
"ROYALE ENERGY INC"	"78074G"	1993	28791	2005	28791	1	1993	2005	
"WONDERWARE CORP"	"978179"	1992	28794	1997	28794	1	1992	1997	1
"OXIGENE INC"	"691828"	1992	28795	2006	28795	1	1992	2006	1
"SIMMONS OUTDOOR CORP"	"828735"	1992	28797	1994	28797	1	1992	1994	1
"FFE FINANCIAL CORP/FL"	"30242S"	1993	28799	1995	28799	1	1993	1995	
"RIVER OAKS FURNITURE INC"	"768282"	1992	28801	1996	28801	1	1992	1996	
"WOOD BANCORP INC"	"978237"	1993	28805	1998	28805	1	1993	1998	
"ARROWHEAD RESEARCH CORP"	"042797"	1992	28806	2006	28806	1	1992	2006	1
"SUBMICRON SYSTEMS CORP"	"864313"	1992	28811	1998	28811	1	1992	1998	1
"INBRAND CORP"	"45323T"	1993	28816	1996	28816	1	1993	1996	0
"CARECENTRIC INC"	"14167A"	1993	28817	2002	28817	1	1993	2002	1
"FUEL TECH INC"	"359523"	1990	28819	2006	28819	1	1990	2006	1
"CAPTIVA SOFTWARE CORP"	"14073T"	1992	28822	2004	28822	1	1992	2004	
"ADVANCED DEPOSITION TECH INC"	"007521"	1992	28828	1999	28828	1	1992	1999	1
"USCI INC"	"90330N"	1995	28830	2000	28830	1	1995	2000	
"PLASTIC CONTAINERS INC"	"727547"	1992	28831	1998	28831	1	1992	1998	
"TVG TECHNOLOGIES LTD"	"M90278"	1992	28832	1999	28832	1	1992	1999	
"CORTLAND BANCORP"	"220587"	1993	28833	2006	28833	1	1993	2006	
"GRAND TOYS INTL LTD  -ADR"	"386490"	1993	28834	2005	28834	1	1993	2005	
"SANTA FE FINANCIAL CORP"	"802014"	1988	28836	2006	28836	1	1988	2006	
"VILLAGE BANCORP INC"	"927051"	1993	28837	1998	28837	1	1993	1998	
"CREDIT SUISSE GROUP  -ADR"	"225401"	2000	28838	2006	28838	1	2000	2006	
"PORTER MCLEOD NATL RETAIL"	"736276"	1993	28840	1995	28840	1	1993	1995	
"KOREA TELECOM-OLD"	"50099X"	1992	28841	1992	28841	1	1992	1992	1
"THERAPEUTIC DISC CORP  -CL A"	"883376"	1993	28842	1996	28842	1	1993	1996	
"COCA-COLA FEMSA DE C V  -ADR"	"191241"	1992	28844	2006	28844	1	1992	2006	0
"INNOVIR LABORATORIES INC"	"45764Y"	1992	28845	1997	28845	1	1992	1997	1
"MOXHAM BANK CORP"	"624687"	1993	28847	1995	28847	1	1993	1995	
"PAIRGAIN TECHNOLOGIES INC"	"695934"	1992	28848	1999	28848	1	1992	1999	1
"HEADWAY CORPORATE RESOURCES"	"422101"	1994	28851	2002	28851	1	1994	2002	
"ARRIS GROUP INC"	"04269Q"	1992	28853	2006	28853	1	1992	2006	1
"PHILADELPHIA CONS HLDG CORP"	"717528"	1993	28858	2006	28858	1	1993	2006	
"DIASONICS ULTRASOUND INC"	"252837"	1992	28865	1993	28865	1	1992	1993	1
"META FINANCIAL GROUP INC"	"59100U"	1993	28866	2006	28866	1	1993	2006	
"COBRA GOLF INC"	"190907"	1992	28875	1994	28875	1	1992	1994	1
"FIRST CITIZENS BANCSTOCK INC"	"31945X"	1993	28876	1994	28876	1	1993	1994	0
"GREEN MTN COFFEE ROASTERS"	"393122"	1992	28877	2006	28877	1	1992	2006	0
"NETMANAGE INC"	"641144"	1992	28881	2005	28881	1	1992	2005	1
"SOC QUIMICA MINERA  -SPN ADR"	"833635"	1984	28883	2005	28883	1	1984	2005	
"ASYST TECHNOLOGIES INC"	"04648X"	1992	28884	2006	28884	1	1992	2006	1
"DHB INDUSTRIES INC"	"23321E"	1996	28885	2004	28885	1	1996	2004	
"GRUPO TRIBASA SA  -ADR"	"40049F"	1992	28888	1998	28888	1	1992	1998	0
"KENETECH CORP"	"488878"	1992	28893	1999	28893	1	1992	1999	1
"NEUREX CORP"	"641238"	1992	28894	1997	28894	1	1992	1997	1
"PANAMERICAN BEVERAGES  -CL A"	"P74823"	1992	28895	2002	28895	1	1992	2002	
"ALASKA AIRLINES INC"	"011662"	1992	28897	2006	28897	1	1992	2006	1
"A PEA IN THE POD INC"	"001936"	1992	28898	1993	28898	1	1992	1993	
"BRANDT TECHNOLOGIES INC"	"10532C"	1993	28899	1993	28899	1	1993	1993	1
"COLONIAL PROPERTIES TRUST"	"195872"	1993	28900	2006	28900	1	1993	2006	
"ALMACS SUPERMARKETS INC"	"02199X"	1992	28901	1992	28901	1	1992	1992	0
"EVERGREEN INTL AVIATION INC"	"30024D"	1992	28902	1995	28902	1	1992	1995	
"HAVEN BANCORP INC"	"419352"	1993	28904	1999	28904	1	1993	1999	
"HOMETOWN BUFFET INC"	"437862"	1992	28905	1995	28905	1	1992	1995	
"OROAMERICA INC"	"687027"	1992	28907	2000	28907	1	1992	2000	1
"ROYAL GRIP INC"	"780289"	1992	28909	1996	28909	1	1992	1996	
"SUMMA FOUR INC"	"865628"	1992	28910	1997	28910	1	1992	1997	1
"AMWAY JAPAN LTD  -ADR"	"03234J"	1993	28913	1999	28913	1	1993	1999	
"FCB FINANCIAL CORP"	"301932"	1993	28914	1997	28914	1	1993	1997	
"PLASTIC RECYCLING INC"	"727552"	1992	28915	1994	28915	1	1992	1994	1
"INFINITE GROUP INC"	"456910"	1992	28916	2001	28916	1	1992	2001	
"MONACO COACH CORP"	"60886R"	1992	28917	2006	28917	1	1992	2006	1
"MILLENNIUM SPORTS MGMT INC"	"599907"	1992	28918	1998	28918	1	1992	1998	
"ONEOK PARTNERS -LP"	"68268N"	1994	28919	2006	28919	1	1994	2006	
"ARETHUSA (OFF-SHORE) LTD"	"G0460Q"	1992	28921	1995	28921	1	1992	1995	0
"FF HOLDINGS CORP  -CL B"	"301923"	1992	28922	1996	28922	1	1992	1996	
"TELEGRAPH COMMUNICATIONS LTD"	"M87631"	1993	28923	1994	28923	1	1993	1994	
"BARNES & NOBLE INC"	"067774"	1992	28924	2006	28924	1	1992	2006	
"BROADCASTING PARTNERS  -CL A"	"111319"	1993	28925	1994	28925	1	1993	1994	
"CSB FINANCIAL CORP"	"126288"	1993	28926	1995	28926	1	1993	1995	
"MARRIOTT INTL INC"	"571903"	1992	28930	2006	28930	1	1992	2006	
"ALLIED HOLDINGS INC"	"019223"	1992	28933	2005	28933	1	1992	2005	
"FIRST PALM BEACH BANCORP INC"	"33589B"	1993	28934	1997	28934	1	1993	1997	
"LADY LUCK GAMING CORP"	"505820"	1993	28935	1998	28935	1	1993	1998	
"BROWN JORDAN INTL INC"	"97599X"	1992	28936	2003	28936	1	1992	2003	1
"EPOCH BIOSCIENCES INC"	"294273"	1992	28937	2003	28937	1	1992	2003	1
"ULTRATECH INC"	"904034"	1992	28938	2006	28938	1	1992	2006	1
"AMERICAN RESOURCES OFFSHORE"	"029280"	1992	28939	2000	28939	1	1992	2000	
"BELDEN INC"	"077454"	1992	28940	2006	28940	1	1992	2006	
"CAPITAL GUARANTY CORP"	"14018K"	1992	28941	1994	28941	1	1992	1994	
"CORRPRO COMPANIES INC"	"220317"	1992	28942	2005	28942	1	1992	2005	1
"KENTUCKY ELECTRIC STEEL INC"	"49127B"	1992	28944	2001	28944	1	1992	2001	
"LEADER FINANCIAL CORP"	"521906"	1993	28945	1995	28945	1	1993	1995	
"MERITRUST FEDERAL SVGS BANK"	"59000X"	1993	28946	1997	28946	1	1993	1997	0
"NATIONAL R V HOLDINGS INC"	"637277"	1992	28947	2006	28947	1	1992	2006	1
"PET FOOD WAREHOUSE INC"	"715812"	1992	28948	1995	28948	1	1992	1995	
"SFX BROADCASTING INC  -CL A"	"784174"	1992	28949	1997	28949	1	1992	1997	
"SUBURBAN BANCORP/OH"	"864348"	1993	28952	1996	28952	1	1993	1996	
"TRI-COUNTY BANCORP INC"	"895452"	1993	28953	1999	28953	1	1993	1999	
"FLOORING AMERICA INC"	"339756"	1992	28955	1999	28955	1	1992	1999	
"ATCHISON CASTING CORP"	"046613"	1993	28958	2002	28958	1	1993	2002	1
"FIRST FINL BANCORP INC/DE"	"32020X"	1993	28959	1997	28959	1	1993	1997	
"TUCKER PROPERTIES CORP"	"898658"	1993	28960	1994	28960	1	1993	1994	
"NATL PICTURE & FRAME"	"637152"	1993	28964	1996	28964	1	1993	1996	
"EMERALD FINANCIAL CORP"	"290927"	1993	28966	1998	28966	1	1993	1998	
"QCR HOLDINGS INC"	"74727A"	1993	28967	2006	28967	1	1993	2006	
"COMMERCIAL BANKSHARES INC"	"201607"	1993	28970	2006	28970	1	1993	2006	
"ONHEALTH NETWORK CO"	"68272W"	1992	28973	1999	28973	1	1992	1999	0
"BLC FINANCIAL SERVICES INC"	"055490"	1997	28975	2000	28975	1	1997	2000	
"FIRST INDEPENDENCE CORP/DE"	"32054B"	1993	28976	2002	28976	1	1993	2002	
"URBAN SHOPPING CENTERS INC"	"917060"	1993	28979	1999	28979	1	1993	1999	
"DETROIT DIESEL CORP"	"250837"	1992	28981	1999	28981	1	1992	1999	1
"FIRST SOUTHEAST FINL CORP"	"33644E"	1993	28982	1997	28982	1	1993	1997	
"MICRO COMPONENT TECH"	"59479Q"	1993	28983	2006	28983	1	1993	2006	
"ALADDIN KNOWLEDGE SYS LTD"	"M0392N"	1992	28984	2006	28984	1	1992	2006	1
"KOALA CORP"	"499866"	1992	28987	2002	28987	1	1992	2002	1
"N-VIRO INTERNATIONAL CORP"	"62944W"	1992	28989	2006	28989	1	1992	2006	1
"SKYBOX INTL INC"	"830914"	1993	28990	1994	28990	1	1993	1994	1
"COMMERCIAL ASSETS INC"	"201119"	1994	28992	1999	28992	1	1994	1999	
